"symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"QNST","QuinStreet, Inc.","5.8","$261.03M","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qnst",
"Q","Quintiles Transitional Holdings Inc.","69.14","$8.48B","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/q",
"QUMU","Qumu Corporation","3.08","$28.5M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qumu",
"QUNR","Qunar Cayman Islands Limited","42.65","$5.12B","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/qunr",
"QTNT","Quotient Limited","11.25","$191.59M","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qtnt",
"QTNTW","Quotient Limited","1.501","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qtntw",
"QUOT","Quotient Technology Inc.","5.7","$474.46M","2014","n/a","n/a","http://www.nasdaq.com/symbol/quot",
"CTQ","Qwest Corporation","25.83","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctq",
"CTU","Qwest Corporation","26.42","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctu",
"CTV","Qwest Corporation","25.9301","n/a","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctv",
"CTW","Qwest Corporation","26.21","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctw",
"CTX","Qwest Corporation","26.12","$3.27B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctx",
"CTY","Qwest Corporation","24.94","n/a","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cty",
"CTZ","Qwest Corporation","25.02","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctz",
"RRD","R.R. Donnelley & Sons Company","16.71","$3.49B","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/rrd",
"RAX","Rackspace Hosting, Inc","26.15","$3.72B","2008","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rax",
"RADA","Rada Electronics Industries Limited","0.69","$10.97M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rada",
"RDCM","Radcom Ltd.","9.6199","$82.62M","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rdcm",
"RDN","Radian Group Inc.","16.15","$3.37B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rdn",
"RLGT","Radiant Logistics, Inc.","3.69","$179.81M","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rlgt",
"RLGT^A","Radiant Logistics, Inc.","26.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rlgt^a",
"ROIA","Radio One, Inc.","2.258","$112.6M","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/roia",
"ROIAK","Radio One, Inc.","2.27","$113.2M","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/roiak",
"RSYS","RadiSys Corporation","2.75","$101.21M","1995","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rsys",
"RDUS","Radius Health, Inc.","64.55","$2.76B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdus",
"RDNT","RadNet, Inc.","6.13","$272.58M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/rdnt",
"RDWR","Radware Ltd.","14.19","$654.7M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rdwr",
"RAS","RAIT Financial Trust","5.08","$461.75M","1998","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ras",
"RAS^A","RAIT Financial Trust","19.486","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^a",
"RAS^B","RAIT Financial Trust","20.0124","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^b",
"RAS^C","RAIT Financial Trust","21.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^c",
"RFT","RAIT Financial Trust","21.75","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rft",
"RFTA","RAIT Financial Trust","22.53","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rfta",
"RL","Ralph Lauren Corporation","113.61","$9.73B","1997","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/rl",
"RMBS","Rambus, Inc.","10.24","$1.19B","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/rmbs",
"RPT","Ramco-Gershenson Properties Trust","16.4","$1.3B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpt",
"RPT^D","Ramco-Gershenson Properties Trust","60.01","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rpt^d",
"RAND","Rand Capital Corporation","3.6826","$23.31M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rand",
"RLOG","Rand Logistics, Inc.","2.1","$37.9M","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/rlog",
"GOLD","Randgold Resources Limited","68.84","$6.42B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gold",
"RRC","Range Resources Corporation","29.02","$4.91B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rrc",
"RPD","Rapid7, Inc.","18.74","$737.25M","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rpd",
"RPTP","Raptor Pharmaceutical Corp.","5.51","$447.3M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rptp",
"REE","Rare Element Resources Ltd.","0.2299","$12.17M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ree",
"RAVE","Rave Restaurant Group, Inc.","8.8","$90.76M","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/rave",
"RAVN","Raven Industries, Inc.","17.51","$653.18M","n/a","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/ravn",
"RJD","Raymond James Financial, Inc.","26.89","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/rjd",
"RJF","Raymond James Financial, Inc.","53.84","$7.75B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/rjf",
"RYAM","Rayonier Advanced Materials Inc.","7.67","$328.92M","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ryam",
"RYN","Rayonier Inc.","22.64","$2.85B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ryn",
"RTN","Raytheon Company","116.93","$35.21B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rtn",
"ROLL","RBC Bearings Incorporated","66.38","$1.56B","2005","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/roll",
"RICK","RCI Hospitality Holdings, Inc.","9.91","$101.65M","1995","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rick",
"RCMT","RCM Technologies, Inc.","4.93","$62.87M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rcmt",
"RCAP","RCS CAPITAL CORPORATION","0.95","$73.43M","2013","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/rcap",
"RMAX","RE/MAX Holdings, Inc.","36.21","$446.44M","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/rmax",
"RLOC","ReachLocal, Inc.","1.6","$46.98M","2010","Technology","Advertising","http://www.nasdaq.com/symbol/rloc",
"RDI","Reading International Inc","15.68","$364.96M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdi",
"RDIB","Reading International Inc","17.75","$399.07M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdib",
"RGSE","Real Goods Solar, Inc.","1.16","$14.25M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/rgse",
"RELY","Real Industry, Inc. ","9.61","$277.32M","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/rely",
"RLD","RealD Inc","9.98","$508.2M","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rld",
"RNWK","RealNetworks, Inc.","4.03","$145.79M","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/rnwk",
"RLGY","Realogy Holdings Corp.","40.26","$5.9B","2012","Finance","Real Estate","http://www.nasdaq.com/symbol/rlgy",
"RP","RealPage, Inc.","17.89","$1.42B","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rp",
"O","Realty Income Corporation","50.25","$11.8B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/o",
"O^F","Realty Income Corporation","26.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/o^f",
"UTES","Reaves Utilities ETF","26.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/utes",
"UTG","Reaves Utility Income Fund","29.8701","$866.66M","2004","n/a","n/a","http://www.nasdaq.com/symbol/utg",
"DAX","Recon Capital DAX Germany ETF","25.7001","$272.84M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dax",
"UK","Recon Capital FTSE 100 ETF","23","$1.15M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uk",
"QYLD","Recon Capital NASDAQ-100 Covered Call ETF","23.53","$18.82M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qyld",
"RCON","Recon Technology, Ltd.","1.0765","$5.86M","2009","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/rcon",
"REPH","Recro Pharma, Inc.","10.82","$99.78M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/reph",
"RHT","Red Hat, Inc.","77.78","$14.22B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rht",
"RLH","Red Lion Hotels Corporation","8.12","$162.62M","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/rlh",
"RLH^A","Red Lion Hotels Corporation","25.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rlh^a",
"RRGB","Red Robin Gourmet Burgers, Inc.","81.19","$1.15B","2002","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rrgb",
"RDHL","Redhill Biopharma Ltd.","12.54","$110.21M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdhl",
"REDF","Rediff.com India Limited","1.03","$28.42M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/redf",
"RWT","Redwood Trust, Inc.","13.68","$1.16B","1995","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rwt",
"REED","Reeds, Inc.","5.14","$67.45M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/reed",
"RBC","Regal Beloit Corporation","63.11","$2.83B","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/rbc",
"RGC","Regal Entertainment Group","19.15","$3B","2002","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rgc",
"REG","Regency Centers Corporation","67.12","$6.32B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/reg",
"REG^F","Regency Centers Corporation","25.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/reg^f",
"REG^G","Regency Centers Corporation","24.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/reg^g",
"REGN","Regeneron Pharmaceuticals, Inc.","545.87","$56.6B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/regn",
"RGNX","REGENXBIO Inc.","14.95","$378.99M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rgnx",
"RM","Regional Management Corp.","16.44","$211.97M","2012","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/rm",
"RF","Regions Financial Corporation","9.32","$12.35B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rf",
"RF^A","Regions Financial Corporation","25.71","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rf^a",
"RF^B","Regions Financial Corporation","26.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rf^b",
"RGS","Regis Corporation","12.95","$686.32M","1991","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/rgs",
"RGLS","Regulus Therapeutics Inc.","6.515","$338.26M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rgls",
"RGA","Reinsurance Group of America, Incorporated","95.27","$6.33B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/rga",
"RZA","Reinsurance Group of America, Incorporated","29.25","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/rza",
"REIS","Reis, Inc","23.89","$268.26M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/reis",
"RS","Reliance Steel & Aluminum Co.","59.36","$4.36B","1994","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/rs",
"RELV","Reliv&#39; International, Inc.","0.7","$8.97M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/relv",
"RWC","RELM Wireless Corporation","4.48","$61.46M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rwc",
"RENX","RELX N.V.","17.17","$13.1B","2015","Consumer Services","Publishing","http://www.nasdaq.com/symbol/renx",
"RELX","RELX PLC","18.04","$5.44B","2015","Consumer Services","Publishing","http://www.nasdaq.com/symbol/relx",
"RLYP","Relypsa, Inc.","15.15","$630.04M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rlyp",
"MARK","Remark Media, Inc.","4.19","$60.33M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/mark",
"REMY","Remy International, Inc.","29.47","$937.21M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/remy",
"RNR","RenaissanceRe Holdings Ltd.","110.74","$5.09B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rnr",
"RNR^C","RenaissanceRe Holdings Ltd.","25.2801","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnr^c",
"RNR^E","RenaissanceRe Holdings Ltd.","24.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnr^e",
"RNST","Renasant Corporation","34.91","$1.41B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rnst",
"SOL","Renesola Ltd.","1.39","$142.22M","2008","Technology","Semiconductors","http://www.nasdaq.com/symbol/sol",
"REGI","Renewable Energy Group, Inc.","7.47","$324.51M","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/regi",
"RCG","RENN Fund, Inc.","0.9","$4.02M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rcg",
"RENN","Renren Inc.","3.48","$1.19B","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/renn",
"RCII","Rent-A-Center Inc.","25.76","$1.37B","1995","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/rcii",
"RNF","Rentech Nitrogen Partners, L.P.","12.19","$474.53M","2011","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rnf",
"RTK","Rentech, Inc.","5.83","$13.41M","1991","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rtk",
"RENT","Rentrak Corporation","53.03","$813.85M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rent",
"RGEN","Repligen Corporation","32.01","$1.05B","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rgen",
"RPRX","Repros Therapeutics Inc.","5","$121.41M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprx",
"RPRXW","Repros Therapeutics Inc.","7.49","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprxw",
"RPRXZ","Repros Therapeutics Inc.","6.272","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprxz",
"RJET","Republic Airways Holdings, Inc.","6.35","$323.2M","2004","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/rjet",
"RBCAA","Republic Bancorp, Inc.","25.61","$533.94M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/rbcaa",
"FRBK","Republic First Bancorp, Inc.","3.81","$144.08M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frbk",
"RSG","Republic Services, Inc.","43.64","$15.23B","1998","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/rsg",
"REFR","Research Frontiers Incorporated","5.2","$124.96M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/refr",
"RMD","ResMed Inc.","56.24","$7.9B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rmd",
"REN           ","Resolute Energy Corporation","0.5247","$40.67M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ren           ",
"RFP","Resolute Forest Products Inc.","8.76","$800.8M","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/rfp",
"RESN","Resonant Inc.","3.84","$27.52M","2014","Technology","Semiconductors","http://www.nasdaq.com/symbol/resn",
"REXI","Resource America, Inc.","7.85","$176.81M","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/rexi",
"RSO","Resource Capital Corp.","13.65","$457.91M","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rso",
"RSO^A","Resource Capital Corp.","18.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^a",
"RSO^B","Resource Capital Corp.","17.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^b",
"RSO^C","Resource Capital Corp.","18.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^c",
"RECN","Resources Connection, Inc.","18.1","$672.29M","2000","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/recn",
"QSR","Restaurant Brands International Inc.","38.28","$7.75B","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/qsr",
"RH","Restoration Hardware Holdings Inc.","99.96","$4.02B","2012","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/rh",
"ROIC","Retail Opportunity Investments Corp.","18","$1.79B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/roic",
"RPAI","Retail Properties of America, Inc.","15.03","$3.57B","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpai",
"RPAI^A","Retail Properties of America, Inc.","25.8901","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rpai^a",
"SALE","RetailMeNot, Inc.","9.04","$484.9M","2013","Consumer Services","Advertising","http://www.nasdaq.com/symbol/sale",
"RVP","Retractable Technologies, Inc.","3.56","$99.2M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rvp",
"RTRX","Retrophin, Inc.","18.72","$669.17M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rtrx",
"RVNC","Revance Therapeutics, Inc.","26.94","$645.23M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rvnc",
"REV","Revlon, Inc.","31.28","$1.64B","1996","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rev",
"RVLT","Revolution Lighting Technologies, Inc.","0.97","$135.7M","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/rvlt",
"RWLK","ReWalk Robotics Ltd","8.26","$100.32M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/rwlk",
"REX","REX American Resources Corporation","53.93","$372.4M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/rex",
"REXX","Rex Energy Corporation","2.1","$115.46M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rexx",
"RNN","Rexahn Pharmaceuticals, Inc.","0.4463","$80.65M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rnn",
"REXR","Rexford Industrial Realty, Inc.","15.25","$846.83M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rexr",
"RXN","Rexnord Corporation","18.17","$1.82B","2012","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rxn",
"RAI","Reynolds American Inc","49.49","$141.45B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/rai",
"RFIL","RF Industries, Ltd.","4.4601","$38.23M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/rfil",
"RGCO","RGC Resources Inc.","20.94","$99.08M","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/rgco",
"RNO","Rhino Resource Partners LP","0.91","$26.48M","2010","Energy","Coal Mining","http://www.nasdaq.com/symbol/rno",
"RICE","Rice Energy Inc.","15.21","$2.07B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rice",
"RMP","Rice Midstream Partners LP","13.86","$797.05M","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/rmp",
"RIBT","RiceBran Technologies","1.96","$18.67M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribt",
"RIBTW","RiceBran Technologies","0.6768","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribtw",
"RELL","Richardson Electronics, Ltd.","6.03","$77.58M","1983","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rell",
"RIC","Richmont Mines, Inc.","3.06","$177.68M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ric",
"RIGL","Rigel Pharmaceuticals, Inc.","2.66","$235.42M","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rigl",
"NAME","Rightside Group, Ltd.","8.45","$159.43M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/name",
"RNET","RigNet, Inc.","29.31","$518.58M","2010","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/rnet",
"REI","Ring Energy, Inc.","10.09","$306.65M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rei",
"RNG","Ringcentral, Inc.","19.02","$1.34B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/rng",
"RIO","Rio Tinto Plc","37.8","$69.03B","2002","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rio",
"RITT","RIT Technologies Ltd.","1.81","$28.13M","1997","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ritt",
"RITTW","RIT Technologies Ltd.","0.3849","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/rittw",
"RBA","Ritchie Bros. Auctioneers Incorporated","25.58","$2.74B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rba",
"RAD","Rite Aid Corporation","6.08","$6.36B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/rad",
"RTTR","Ritter Pharmaceuticals, Inc.","2.4544","$19.13M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rttr",
"RIVR","River Valley Bancorp.","22.38","$56.26M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/rivr",
"RVSB","Riverview Bancorp Inc","4.9","$110.29M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/rvsb",
"RLI","RLI Corp.","60.83","$2.63B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rli",
"RLJE","RLJ Entertainment, Inc.","0.7","$9.01M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rlje",
"RLJ","RLJ Lodging Trust","24.82","$3.25B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rlj",
"RMGN","RMG Networks Holding Corporation","0.97","$35.78M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rmgn",
"RIF","RMR Real Estate Income Fund.","19.36","$148.13M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rif",
"RRTS","Roadrunner Transportation Systems, Inc","17.67","$676.15M","2010","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rrts",
"RHI","Robert Half International Inc.","51.2","$6.89B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rhi",
"ROBO","Robo-Stox Global Robotics and Automation Index ETF","23.77","$109.34M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/robo",
"RCPI","Rock Creek Pharmaceuticals, Inc.","0.88","$9.57M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/rcpi",
"FUEL","Rocket Fuel Inc.","4.56","$194.73M","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fuel",
"ROK","Rockwell Automation, Inc.","107.57","$14.43B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rok",
"COL","Rockwell Collins, Inc.","86.49","$11.4B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/col",
"RMTI","Rockwell Medical, Inc.","10.84","$544.42M","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/rmti",
"RCKY","Rocky Brands, Inc.","11.59","$87.67M","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/rcky",
"RMCF","Rocky Mountain Chocolate Factory, Inc.","11.14","$65.05M","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/rmcf",
"RSTI","Rofin-Sinar Technologies, Inc.","28.5","$803.18M","1996","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rsti",
"RCI","Rogers Communication, Inc.","40.37","$16.24B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/rci",
"ROG","Rogers Corporation","51.45","$959.87M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/rog",
"ROIQ","ROI Acquisition Corp. II","10","$156.25M","2013","Finance","Business Services","http://www.nasdaq.com/symbol/roiq",
"ROIQU","ROI Acquisition Corp. II","10.63","$132.88M","2013","Finance","Business Services","http://www.nasdaq.com/symbol/roiqu",
"ROIQW","ROI Acquisition Corp. II","0.2785","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/roiqw",
"ROKA","Roka Bioscience, Inc.","1.84","$33.2M","2014","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/roka",
"ROL","Rollins, Inc.","27.51","$6.01B","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/rol",
"ROP","Roper Technologies, Inc.","182.91","$18.41B","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rop",
"RRMS","Rose Rock Midstream, L.P.","27.19","$1B","2011","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/rrms",
"ROSG","Rosetta Genomics Ltd.","2.25","$32.63M","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rosg",
"RST","Rosetta Stone","7.01","$152.4M","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rst",
"ROST","Ross Stores, Inc.","49.88","$20.35B","1985","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/rost",
